Project ID,Organization,Department,Division,Project Number,Project Category,Project Type,Project Sub-Type,Phase,Priority,Status,Project Name,Description,Justification,Project Location,Notes,Council District,Estimated Start,Estimated End,Plan Cost,Estimated Cost,PO Cost,Actual Cost,Metro Cost,State Cost,Federal Cost,Other Cost,Total Cost,Longitude,Latitude,Layer Name,Mapped Location
8395,Metro Nashville,Metro Public Works,Engineering,23-111611192656,Bikeway,Shared Bikeway,New,Planning/Scoping,,Planned,East Marthona Rd From Vantrease Rd To W Old Hickory Blvd,"Install new shared bikeway along East Marthona Rd, providing connectivity between Vantrease Rd and Old Hickory Blvd.",To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,East Marthona Rd From Vantrease Rd To W Old Hickory Blvd,This project will install a shared bikeway on East Marthona Rd between Vantrease Rd and Old Hickory Blvd.,03,09/01/2024,03/03/2025,23116.85,0,0,0,0,0,0,0,23116.85,-86.727427,36.262666,Project Line,POINT (-86.727427 36.262666)
8396,Metro Nashville,Metro Public Works,Engineering,23-111611300503,Bikeway,Shared Bikeway,New,Planning/Scoping,,Planned,Jones Ave From Douglas Ave To E Trinity Ln,Install shared bikeway along Jones Ave from Douglas Ave to E Trinity Ln.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Jones Ave From Douglas Ave To E Trinity Ln,This project will install a shared bikeway on Jones Ave connecting Douglas Ave to E Trinity Ln.,05,09/01/2024,03/03/2025,39215.45,0,0,0,0,0,0,0,39215.45,-86.758467,36.200316,Project Line,POINT (-86.758467 36.200316)
8112,Metro Nashville,Metro Public Works,Engineering,22-120511461019,Sidewalk,New Sidewalk,New,Under Construction,,In Progress,Apache Trail From Packard Dr To Haywood Ln,New 5ft sidewalk with some curb and gutter,Pedestrian improvements along Bart Dr/Apache Trail,Apache Trail From Packard Dr To Haywood Ln,This project is scheduled to begin in Jan 2023,"27, 30",06/26/2023,12/22/2023,646000,0,887218.47,0,0,0,0,0,646000,-86.691773,36.067098,Project Line,POINT (-86.691773 36.067098)
7118,Metro Nashville,Metro Public Works,Engineering,21-060710145605,Bikeway,Shared Bikeway,New,Construction/Closeout/Warranty,,Complete,49th Ave N From Indiana Ave To Kentucky Ave,"Nations Neighborways include “sharrow"" (share the road) bikeway pavement markings on 49th Ave between Kentucky and Indiana.",To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,49th Ave N From Indiana Ave To Kentucky Ave,Bike is complete.,20,"May, 2023","Sep, 2023",19600,20681.68,70746.86,70746.86,19600,0,0,0,70746.86,-86.846297,36.158278,Project Line,POINT (-86.846297 36.158278)
8399,Metro Nashville,Metro Public Works,Engineering,23-111612244730,Bikeway,Shared Bikeway,New,Planning/Scoping,,Planned,Meridian St From Douglas Ave To E Trinity Ln,Install shared bikeway on Meridian St from Dickerson Pk to E Trinity Ln.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Meridian St From Douglas Ave To E Trinity Ln,"This project will install a shared bikeway along Meridian St, providing a safer biking experience from Dickerson Pk to E Trinity Ln.",05,09/01/2024,03/03/2025,40705.03,0,0,0,0,0,0,0,40705.03,-86.766622,36.199925,Project Line,POINT (-86.766622 36.199925)
7475,Metro Nashville,Metro Public Works,Engineering,22-021712273019,Bikeway,Buffered Bike Lane,New,Complete,,Complete,Cahal Ave From Gallatin Pike To Porter Ave,Update existing bike lanes where feasible to buffered bike lanes.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Cahal Ave From Gallatin Pike To Porter Ave,This bikeway upgrade has been completed.,"06, 07","Apr, 2022","Dec, 2022",50000,50000,0,0,0,0,0,0,45054.1,-86.7306,36.1953,Project Line,POINT (-86.7306 36.1953)
5082,Metro Nashville,Metro Public Works,Engineering,21-042012053612,Sidewalk,New Sidewalk,New,Under Construction,,In Progress,STRATFORD AVE From GALLATIN PIKE To KENNEDY AVE (PHASE 3),"Sidewalk, curb & gutter, and grass strip",Provides connectivity to Dan Mills Elementary School and transit stop on Kennedy Avenue,STRATFORD AVE From GALLATIN PIKE To KENNEDY AVE,"Installation of new sidewalk along with curb, gutter, and storm drainage that provides  connectivity to Dan Mills Elementary School and Transit on Kennedy Avenue",07,03/13/2023,07/15/2024,1450000,1450000,3398292.9,0,1450000,0,0,0,1450000,-86.724937,36.213717,Project Line,POINT (-86.724937 36.213717)
7119,Metro Nashville,Metro Public Works,Engineering,21-060710232962,Bikeway,Protected Bike Lane,New,Plan Design,,Planned,Demonbreun St From Music Row Roundabout To 14th Ave S,"This project will include the construction of a new protected bike lane, which will upgrade the existing bike lane.",To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Demonbreun St From Music Row Roundabout To 14th Ave S,Bikeway upgrade in design,"17, 19","Mar, 2024","May, 2024",1500000,96220.77,0,0,170000,0,0,0,96220.77,-86.789878,36.152889,Project Line,POINT (-86.789878 36.152889)
7511,Metro Nashville,Metro Public Works,Engineering,22-022308385667,Sidewalk,New Sidewalk,New,Future,,Future,BRICK CHURCH PIKE From MASONWOOD DR To RICHMOND HILL DR,"This project will bridge a sidewalk gap on Brick Church Pike, increasing walkability and pedestrian safety.",To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,BRICK CHURCH PIKE From MASONWOOD DR To RICHMOND HILL DR,Install new sidewalk on east side of Brick Church Pike from Richmond Hill Drive to RePublic High School. Estimated start of 2025.,03,2025,2025,1569502.84,0,0,0,0,0,0,0,1569502.84,-86.780578,36.240387,Project Line,POINT (-86.780578 36.240387)
6273,Metro Nashville,Metro Public Works,Engineering,21-041412344842,Sidewalk,New Sidewalk,New,Ready for Construction,,Planned,Gallatin Pike From 120ft East of Cude Ln To Shepherd Hills Dr,New sidewalks with grass furnishing zone.,To provide connectivity to local neighborhoods.,Gallatin Pike From 120ft East of Cude Ln To Shepherd Hills Dr,Installation of sidewalk along roadway to provide connectivity to local neighborhoods.,10,01/22/2024,05/10/2024,711007,312000,810326.5,0,312000,0,0,0,312000,-86.694955,36.300583,Project Line,POINT (-86.694955 36.300583)
8398,Metro Nashville,Metro Public Works,Engineering,23-111611590603,Bikeway,Shared Bikeway,New,Planning/Scoping,,Planned,Oriole Pl From Shackleford Rd To Richard Jones Rd,Install shared bikeway on Oriole Pl from Shackleford Rd to Richard Jones Rd.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Oriole Pl From Shackleford Rd To Richard Jones Rd,"This project will install a shared bikeway on Oriole Pl, connecting Shackleford Rd and Richard Jones Rd.",25,09/01/2024,03/03/2025,8046.38,0,0,0,0,0,0,0,8046.38,-86.807197,36.103352,Project Line,POINT (-86.807197 36.103352)
7992,Metro Nashville,Metro Public Works,Engineering,22-102511121208,Sidewalk,New Sidewalk,New,Construction/Closeout/Warranty,,Complete,Crossings Blvd/Old Franklin Rd From Crossings Cir To 2929 Old Franklin Rd,New 5ft wide sidewalk with 4ft furnishing zone,To increase pedestrian safety and connectivity,Crossings Blvd/Old Franklin Rd From Crossings Cir To 2929 Old Franklin Rd,"This project will fill gaps in an existing sidewalk network. This project replaces the workplan project, Cane Ridge Rd, which was determined to be infeasible.",32,03/20/2023,05/20/2023,311000,0,277696.31,277696.31,0,0,0,0,277696.31,-86.640482,36.036067,Project Line,POINT (-86.640482 36.036067)
8410,Metro Nashville,Metro Public Works,Engineering,23-120711345775,Bridge,Bridge Repairs,Maintenance/Repairs,Ready for Construction,,Planned,Glendale Lane/ West Fork Brown's Creek,"Flagged - NDOT. The work will consist of: Guardrail Replacement, Paddleboard Installation, Resetting of Paddleboards, Concrete Spall Repairs, Sediment Removal, and Vegetation Removal.","To address and resolve: Damaged Guardrail, Missing Paddleboard, Resetting of Paddleboards, Concrete Spalls, Sediment Buildup, and Vegetation Buildup.",Glendale Lane/ West Fork Brown's Creek,Bridge repairs will require traffic control measures.,25,,,0,62830,0,0,0,0,0,0,62830,-86.794051,36.094172,Project Poly,POINT (-86.794051 36.094172)
7649,Metro Nashville,Metro Public Works,Engineering,22-040714552617,Culvert,Culvert Replacement,Replacement,Complete,,Complete,3358 Freeman Hollow Road,"Risk of Structural Failure:  Culvert Replacement Project - The work will consist of replacing the existing  30"" corrugated metal pipe culvert by a concrete culvert. Additional work will consist of inlet and outlet channel stabilization, embankments stabilization, and inlet and outlet headwalls. Ancillary components and services such as traffic safety features and utility coordination will also be determined at project initiation.","To address and resolve the following deficiencies:  Culvert has areas of 100% section loss. The structure was rated ""Critical"" (2 out of 9) during the latest condition assessment.  Replacement is needed to avoid potential roadway failure.",3358 Freeman Hollow Road,This project was initiated due to poor condition. Culvert replacement will require traffic control measures.,10,10/23/2023,12/15/2023,115570,0,0,0,0,0,0,0,115570,-86.754914,36.361484,Project Point,POINT (-86.754914 36.361484)
8389,Metro Nashville,Metro Public Works,Engineering,23-110916363933,Guardrail,Guardrail Repairs,Maintenance/Repairs,Complete,,Complete,Hester Beasley Rd,The wok will consist of: Remove and replace all damaged guardrail.,"To address and resolve the following deficiencies: Damaged guardrail on the south side of the roadway, west of Haseltown Road.",Hester Beasley Rd,Guardrail repairs will require traffic control measures.,35,11/27/2023,12/01/2023,0,60637,0,0,0,0,0,0,60637,-86.986824,36.028889,Project Line,POINT (-86.986824 36.028889)
8411,Metro Nashville,Metro Public Works,Engineering,23-120711395533,Bridge,Bridge Repairs,Maintenance/Repairs,Ready for Construction,,Planned,Freeman Hollow Road/ Bakers Fork,"Flagged - NDOT. The work will consist of: Guardrail Replacement, Bridge Deck Deterioration Repair, Concrete Crack Repairs, Debris Removal, Vegetation Removal, and Embankment Stabilization.","To address and resolve The work will consist of: Damaged Guardrail, Bridge Deck Deterioration, Concrete Cracks, Debris Buildup, Vegetation Buildup, and Embankment Erosion.",Freeman Hollow Road/ Bakers Fork,Bridge repairs will require traffic control measures.,10,,,0,109520,0,0,0,0,0,0,109520,-86.752745,36.362818,Project Poly,POINT (-86.752745 36.362818)
8408,Metro Nashville,Metro Public Works,Engineering,23-120711185731,Bridge,Bridge Repairs,Maintenance/Repairs,Ready for Construction,,Planned,Old Hickory Boulevard/Branch,"Flagged - NDOT. The work will consist of: Vegetation Removal, Drift Removal, Guardrail Replacement, Embankment Stabilization, and Sediment Removal.","To address and resolve: Vegetation buildup, Drift Buildup, Damaged Guardrail, Embankment Erosion, and Sediment Buildup.",Old Hickory Boulevard/Branch,Bridge repairs will require traffic control measures.,31,,,0,59560,0,0,0,0,0,0,59560,-86.68029,36.024464,Project Poly,POINT (-86.68029 36.024464)
8328,Metro Nashville,Metro Public Works,Engineering,23-081013451664,Bridge,Bridge Repairs,Maintenance/Repairs,Under Construction,,In Progress,Compton Road/ Branch,"Flagged - NDOT. The work will consist of: Removal of vegetation and drift, repair scour, repair concrete cracks, and replace damaged guardrail.",The 2021 TDOT inspection identified concrete cracks and concrete spalls on bridge deck.,Compton Road/ Branch,Traffic control measures will be required for the planned bridge repairs.,24,12/04/2023,02/02/2024,0,116590,0,0,0,0,0,0,116590,-86.81846,36.124474,Project Poly,POINT (-86.81846 36.124474)
8415,Metro Nashville,Metro Public Works,Engineering,23-120720062514,Guardrail,New Guardrail,New,Ready for Construction,,Planned,5900 Edmondson Pike,The work will consist of replacing the damaged guardrail in accordance with TDOT standard drawings.,To address and resolve the following: Damaged guardrail,5900 Edmondson Pike,The guardrail repairs will require traffic control measures.,04,,,0,38394,0,0,0,0,0,0,38394,-86.743753,36.027085,Project Line,POINT (-86.743753 36.027085)
8416,Metro Nashville,Metro Public Works,Engineering,23-120720164327,Guardrail,New Guardrail,New,Ready for Construction,,Planned,177 Bell Road,The work will consist of replacing the damaged guardrail in accordance with TDOT standard drawings.,To address and resolve the following: Damaged guardrail,177 Bell Road,The guardrail repairs will require traffic control measures.,29,,,0,23760,0,0,0,0,0,0,23760,-86.628054,36.08655,Project Line,POINT (-86.628054 36.08655)
8412,Metro Nashville,Metro Public Works,Engineering,23-120711521054,Bridge,Bridge Repairs,Maintenance/Repairs,Ready for Construction,,Planned,Hillwod Boulevard/ CSXT & Richland Creek,Flagged - NDOT. The work will consist of: Guardrail replacement,To address and resolve: Damaged guardrail,Hillwod Boulevard/ CSXT & Richland Creek,Bridge repairs will require traffic control measures.,"20, 23",,,0,13434,0,0,0,0,0,0,13434,-86.85302,36.122039,Project Poly,POINT (-86.85302 36.122039)
8207,Metro Nashville,Metro Public Works,Engineering,23-011916440944,Culvert,Culvert Replacement,Replacement,Under Construction,,In Progress,314 Rio Vista Drive,"Risk of Structural Failure:  Culvert Replacement Project - The work will consist of replacing the existing 78"" x 54"" corrugated metal pipe culverts by a 6' x 6' box culvert. Additional work will consist of inlet and outlet channel stabilization, embankments stabilization, and guardrail replacement. Ancillary components and services such as traffic safety features and utility coordination will also be determined at project initiation.","To address and resolve the following deficiencies: Culvert has 100% section loss, seam separation, roadway failure, and pipe collapse.  The structure was rated ""Failed"" (0 out of 9) during the latest condition assessment.  Replacement is needed to avoid potential roadway failure.",314 Rio Vista Drive,This project was initiated due to culvert failure. Culvert replacement will require traffic control measures.,09,06/12/2023,02/16/2024,0,666688,0,0,0,0,0,0,666688,-86.683052,36.269294,Project Point,POINT (-86.683052 36.269294)
8238,Metro Nashville,Metro Public Works,Engineering,23-031014211340,Guardrail,Guardrail Repairs,Maintenance/Repairs,Complete,,Complete,Franklin Limestone Road over Branch 190A7560005,Remove approximately 137.5 linear feet of damaged/substandard guardrail and replace for the safety of the traveling public. All Guardrail shall be installed to current TDOT Standards & Specifications.,"To address and resolve the following deficiencies: Due to the existing guardrail being damaged and posing a spearing hazard, the removal and replacement of all damaged guardrail is recommended.",Franklin Limestone Road over Branch 190A7560005,The guardrail repair project has been prioritized for the safety of the traveling public.,28,11/27/2023,12/01/2023,0,29000,0,0,0,0,0,0,29000,-86.67125,36.077302,Project Poly,POINT (-86.67125 36.077302)
8407,Metro Nashville,Metro Public Works,Engineering,23-120711092588,Bridge,Bridge Repairs,Maintenance/Repairs,Ready for Construction,,Planned,Woodmont Boulevard/ West Fork Brown’s Creek,"Flagged - NDOT. The work will consist of: Concrete Crack Repairs, Vegetation Removal, Paddleboard Installation, Guardrail replacement, and Bridge Deck Deterioration Repair.","To address and resolve: Concrete Cracks, Vegetation buildup, Missing paddleboard, Damaged guardrail, and Bridge Deck Deterioration.",Woodmont Boulevard/ West Fork Brown’s Creek,Bridge repairs will require traffic control measures.,25,,,0,126110,0,0,0,0,0,0,126110,-86.781552,36.110208,Project Poly,POINT (-86.781552 36.110208)
